userId,movieId,rating
1,1,4.0
1,2,3.0
1,6,4.0
1,7,3.0
1,10,3.0
1,11,4.5
1,12,2.5
1,14,3.0
1,15,3.0
1,17,4.5
1,18,3.0
1,19,1.5
1,20,2.5
1,21,4.0
1,22,3.0
1,23,2.5
1,25,4.5
1,29,3.5
1,31,3.0
1,36,4.5
1,39,3.0
1,42,2.0
1,44,2.5
1,45,3.0
1,47,4.0
1,48,3.0
1,52,3.5
1,58,3.5
1,60,3.0
1,62,3.5
1,65,2.0
1,69,3.5
1,70,3.5
1,79,2.5
1,81,1.5
1,89,3.0
1,94,3.0
1,95,2.5
1,97,5.0
1,100,2.5
1,101,3.5
1,104,3.0
1,105,4.0
1,110,3.5
1,111,3.5
1,112,3.5
1,122,2.5
1,123,4.0
1,125,4.0
1,141,3.5
1,144,3.0
1,145,3.0
1,147,3.5
1,150,3.5
1,151,3.0
1,153,2.5
1,154,4.5
1,157,0.5
1,158,2.0
1,161,3.5
1,162,4.0
1,163,3.5
1,164,3.0
1,165,3.0
1,168,3.0
1,170,3.0
1,173,0.5
1,175,2.0
1,180,2.5
1,185,2.5
1,188,3.0
1,193,0.5
1,194,3.5
1,196,1.5
1,198,3.5
1,203,2.0
1,204,1.5
1,207,3.0
1,208,2.5
1,215,5.0
1,216,3.0
1,223,3.5
1,224,3.0
1,225,2.5
1,230,3.5
1,231,3.0
1,232,3.5
1,233,4.5
1,235,3.5
1,236,3.0
1,237,2.5
1,239,3.0
1,249,3.5
1,252,3.0
1,256,2.0
1,260,4.0
1,261,3.0
1,265,4.5
1,266,3.5
1,273,2.5
1,280,3.5
1,281,4.5
1,282,3.0
1,288,2.0
1,292,3.0
1,293,4.0
1,296,4.5
1,300,4.5
1,306,5.0
1,307,5.0
1,308,3.5
1,315,0.5
1,316,2.0
1,317,3.0
1,318,4.5
1,319,3.5
1,322,3.0
1,327,1.5
1,329,3.0
1,337,4.0
1,339,3.0
1,342,3.5
1,344,2.0
1,348,3.5
1,349,4.0
1,350,3.0
1,353,4.0
1,355,2.5
1,357,3.5
1,361,3.0
1,364,4.0
1,366,3.0
1,367,3.0
1,368,3.0
1,370,3.0
1,372,3.0
1,374,2.5
1,376,3.0
1,377,3.5
1,379,2.0
1,380,3.5
1,382,2.5
1,383,3.0
1,393,2.0
1,407,3.5
1,412,4.0
1,413,2.5
1,420,2.5
1,423,3.0
1,428,4.5
1,431,4.0
1,434,3.0
1,440,3.0
1,441,3.5
1,442,3.0
1,454,3.0
1,455,3.0
1,457,3.5
1,468,2.5
1,475,4.5
1,477,4.5
1,480,4.0
1,481,3.0
1,482,3.0
1,485,2.5
1,491,3.0
1,492,3.5
1,494,3.0
1,497,3.5
1,500,3.0
1,507,3.5
1,508,3.5
1,509,4.5
1,515,4.5
1,519,2.0
1,520,2.0
1,527,4.5
1,529,5.0
1,531,3.5
1,532,3.0
1,533,2.5
1,535,3.5
1,538,3.0
1,539,3.5
1,541,4.0
1,544,0.5
1,546,2.0
1,551,4.0
1,552,3.0
1,553,3.5
1,555,4.0
1,562,3.5
1,586,2.5
1,587,3.5
1,588,4.0
1,589,4.0
1,592,3.5
1,594,3.5
1,595,4.0
1,596,3.5
1,597,3.0
1,599,4.0
1,608,4.0
1,616,3.5
1,648,3.5
1,653,3.0
1,661,3.0
1,671,3.5
1,673,3.0
1,674,3.5
1,707,1.5
1,708,2.5
1,714,3.5
1,719,2.5
1,733,3.5
1,736,2.5
1,737,2.0
1,741,4.0
1,743,2.5
1,748,3.0
1,750,4.0
1,761,2.0
1,762,2.0
1,765,2.5
1,778,4.0
1,780,3.0
1,783,3.5
1,784,2.5
1,785,3.0
1,786,2.5
1,788,2.5
1,799,3.0
1,800,4.5
1,802,3.0
1,805,3.5
1,830,3.0
1,832,3.0
1,837,3.5
1,838,3.0
1,849,2.5
1,852,2.5
1,858,4.5
1,866,3.5
1,879,3.0
1,900,4.5
1,902,3.5
1,903,4.0
1,904,4.0
1,905,4.0
1,906,3.5
1,908,4.0
1,909,4.0
1,910,4.0
1,911,4.0
1,912,4.5
1,913,5.0
1,915,4.5
1,916,4.0
1,922,4.5
1,923,5.0
1,924,4.0
1,926,5.0
1,928,4.0
1,930,4.0
1,931,3.5
1,940,4.0
1,942,5.0
1,947,4.0
1,948,4.5
1,949,4.0
1,950,4.0
1,951,4.0
1,952,3.0
1,953,4.5
1,954,4.0
1,955,4.0
1,965,3.5
1,968,4.0
1,969,3.5
1,996,3.0
1,999,3.0
1,1010,2.5
1,1012,3.0
1,1013,3.5
1,1015,3.0
1,1017,4.0
1,1019,4.0
1,1020,3.0
1,1022,3.0
1,1025,3.5
1,1027,3.0
1,1029,3.5
1,1030,3.0
1,1031,3.0
1,1032,3.5
1,1033,3.5
1,1036,4.0
1,1041,3.0
1,1042,3.0
1,1047,3.0
1,1049,3.0
1,1059,3.0
1,1060,4.0
1,1061,3.5
1,1073,4.0
1,1077,3.5
1,1078,3.5
1,1079,3.5
1,1080,4.0
1,1081,3.5
1,1084,4.5
1,1086,4.0
1,1088,3.5
1,1089,4.5
1,1091,3.0
1,1092,2.5
1,1093,3.0
1,1094,3.5
1,1095,4.5
1,1096,3.5
1,1097,3.5
1,1100,1.5
1,1103,4.5
1,1104,4.5
1,1120,3.5
1,1124,4.5
1,1125,3.0
1,1127,4.0
1,1129,4.0
1,1130,3.0
1,1131,5.0
1,1135,3.0
1,1147,4.5
1,1148,4.0
1,1171,3.5
1,1173,4.5
1,1178,4.5
1,1183,4.0
1,1185,4.5
1,1186,2.5
1,1188,3.5
1,1189,4.0
1,1193,4.5
1,1194,3.5
1,1196,4.0
1,1197,4.0
1,1198,4.0
1,1199,4.0
1,1201,4.5
1,1202,3.5
1,1206,4.0
1,1207,4.5
1,1208,3.5
1,1210,4.0
1,1211,4.5
1,1212,4.0
1,1214,4.0
1,1215,3.5
1,1217,4.5
1,1218,3.5
1,1219,4.0
1,1221,4.5
1,1222,4.5
1,1223,3.5
1,1224,5.0
1,1225,4.5
1,1226,3.5
1,1227,4.0
1,1228,4.5
1,1230,4.0
1,1231,3.5
1,1233,4.0
1,1234,4.0
1,1235,4.0
1,1237,4.5
1,1238,3.5
1,1240,4.0
1,1241,3.5
1,1242,4.5
1,1243,3.5
1,1245,3.5
1,1246,4.0
1,1247,4.0
1,1248,4.0
1,1249,3.5
1,1251,4.5
1,1252,4.0
1,1253,3.5
1,1254,4.0
1,1256,4.0
1,1257,4.0
1,1258,4.0
1,1259,4.0
1,1261,3.5
1,1262,4.0
1,1263,4.5
1,1265,4.0
1,1266,4.5
1,1268,3.5
1,1269,4.0
1,1270,4.0
1,1271,3.5
1,1273,3.5
1,1274,4.0
1,1275,3.5
1,1276,5.0
1,1277,3.5
1,1278,4.0
1,1279,3.5
1,1280,4.5
1,1281,4.0
1,1282,3.5
1,1283,4.5
1,1284,4.0
1,1285,3.5
1,1287,4.0
1,1288,4.0
1,1289,4.0
1,1291,4.0
1,1292,4.0
1,1293,4.0
1,1295,4.5
1,1296,5.0
1,1297,3.5
1,1298,4.0
1,1299,4.5
1,1301,3.5
1,1302,4.0
1,1303,3.5
1,1304,4.0
1,1305,5.0
1,1307,3.5
1,1320,3.0
1,1321,3.5
1,1327,3.0
1,1339,3.5
1,1340,3.5
1,1342,3.0
1,1343,3.5
1,1344,3.5
1,1345,3.5
1,1346,3.0
1,1347,3.5
1,1348,4.0
1,1350,3.5
1,1354,4.0
1,1356,3.0
1,1357,4.5
1,1358,4.5
1,1366,3.0
1,1367,2.5
1,1370,3.0
1,1372,4.0
1,1373,2.5
1,1374,4.0
1,1375,3.0
1,1376,3.5
1,1379,3.0
1,1380,3.5
1,1385,3.5
1,1387,4.0
1,1388,3.0
1,1391,2.5
1,1393,4.0
1,1394,3.5
1,1396,3.0
1,1405,3.0
1,1407,3.5
1,1408,3.5
1,1416,3.0
1,1422,2.5
1,1438,2.5
1,1441,3.5
1,1449,3.5
1,1464,3.5
1,1466,4.0
1,1476,3.0
1,1479,3.0
1,1483,2.5
1,1485,3.0
1,1499,2.0
1,1500,3.5
1,1513,3.0
1,1517,3.5
1,1518,3.0
1,1527,3.5
1,1544,3.0
1,1552,2.5
1,1562,2.0
1,1566,3.5
1,1569,3.5
1,1573,3.5
1,1580,4.5
1,1584,3.5
1,1587,3.5
1,1589,3.0
1,1590,1.0
1,1594,3.5
1,1597,3.0
1,1603,2.5
1,1610,3.5
1,1614,3.0
1,1616,2.5
1,1617,4.0
1,1619,3.0
1,1620,3.0
1,1625,3.5
1,1635,4.0
1,1639,3.5
1,1641,3.5
1,1644,2.5
1,1645,3.5
1,1658,1.5
1,1663,4.0
1,1665,3.0
1,1672,3.0
1,1673,4.5
1,1674,3.5
1,1676,3.5
1,1680,3.0
1,1682,4.5
1,1687,3.0
1,1689,3.0
1,1693,3.0
1,1701,3.5
1,1704,4.5
1,1711,3.0
1,1717,3.0
1,1719,5.0
1,1726,3.0
1,1727,3.0
1,1729,3.5
1,1732,4.0
1,1735,1.5
1,1747,4.0
1,1748,3.5
1,1752,2.5
1,1754,3.0
1,1772,2.5
1,1777,3.0
1,1779,3.0
1,1784,3.5
1,1785,3.5
1,1799,3.0
1,1801,3.0
1,1805,3.0
1,1810,4.0
1,1833,3.0
1,1834,3.5
1,1835,3.0
1,1845,3.5
1,1876,2.0
1,1882,2.5
1,1883,3.0
1,1884,3.5
1,1885,4.0
1,1889,3.5
1,1892,3.0
1,1895,3.0
1,1907,3.5
1,1909,3.0
1,1912,4.5
1,1913,4.5
1,1917,3.0
1,1920,3.0
1,1921,3.5
1,1923,3.5
1,1924,2.0
1,1938,4.0
1,1939,4.5
1,1944,4.5
1,1945,5.0
1,1946,5.0
1,1949,4.0
1,1950,4.0
